Location ID,coordinates,Location Name,location_code,Soil Type,soil_type_code,annual_rainfall_mm,groundwater_depth_m,population_density,distance_to_river_km,elevation_m,historical _success_rate_%,suitability,approx_project_cost,rocky_terrain,adjusted_project_cost
882,"10.0712, -1.2450",Jirapa,4,Sandy,4,1183,19.54979987,457,14.50233951,209,71,0,7384.63,1,10057.87
883,"10.2906, -0.9514",Wa,9,Loamy,3,1027,16.21455336,355,13.17730914,155,80,1,19362.74,0,19362.74
884,"9.3246, -0.7864",Tamale,7,Lateritic,2,1104,17.61638333,272,9.676909916,166,78,0,18790.5,1,24970.14
885,"9.3430, -0.8862",Tamale,7,Sandy,4,867,10.46356417,336,9.370452579,181,56,1,16756.69,0,16756.69
886,"10.3011, -1.0972",Wa,9,Sandy,4,943,18.33157259,280,10.85400672,153,61,1,7973.2,0,7973.2
887,"9.4578, -0.9278",Tamale,7,Clay,1,917,17.12257653,172,9.06059534,177,74,1,11773.82,0,11773.82
888,"9.3242, -0.8138",Tamale,7,Sandy,4,927,11.10571238,480,12.44474063,176,60,0,19406.11,0,19406.11
889,"9.1795, -0.9898",Tolon,8,Loamy,3,1133,23.07880663,189,12.90270158,181,53,1,13474.11,0,13474.11
890,"9.9827, -0.1779",Bolgatanga,1,Loamy,3,1071,20.28706433,248,6.370322928,208,88,0,13485.38,0,13485.38
891,"10.0645, -1.3555",Jirapa,4,Clay,1,1182,17.37913441,281,5.419205772,195,92,0,11000.04,0,11000.04
892,"9.7624, -0.3331",Yendi,10,Loamy,3,1108,14.12965043,379,6.58497421,202,80,0,11638.18,0,11638.18
893,"10.3607, -1.0055",Wa,9,Clay,1,740,18.81773442,299,5.235588536,186,83,1,18037.8,1,26750.33
894,"9.4496, -0.8499",Tamale,7,Sandy,4,1199,23.05481278,235,4.777611665,184,83,0,15618.91,1,21308.04
895,"9.3732, -0.8414",Tamale,7,Clay,1,1030,16.5599411,266,3.867254162,189,69,0,19501.77,0,19501.77
896,"10.0293, -0.1688",Bolgatanga,1,Loamy,3,674,20.69749995,500,12.54617666,185,79,1,10474.14,1,15026.2
897,"10.8663, -0.9136",Navrongo,5,Lateritic,2,825,18.3025151,328,10.22209006,194,60,1,15965.64,0,15965.64
898,"9.9797, -1.3228",Jirapa,4,Loamy,3,738,18.42622204,441,13.42436408,200,64,0,11549.3,0,11549.3
899,"9.3715, -0.9329",Tamale,7,Lateritic,2,684,15.78937119,218,4.308943411,163,91,1,19097.95,1,27379.03
900,"9.9772, -1.3101",Jirapa,4,Clay,1,1147,14.00934778,464,8.339489029,155,53,1,6844.76,1,10130.58
901,"9.8277, -0.2064",Yendi,10,Lateritic,2,977,21.06149541,192,12.18772866,175,62,1,16620.31,1,22639.94
902,"9.4011, -0.9339",Tamale,7,Clay,1,798,13.90979089,403,4.570742946,156,59,1,19839.55,0,19839.55
903,"10.3037, -1.0729",Wa,9,Loamy,3,769,14.62456048,276,9.193924834,198,83,0,9007.15,1,13459.63
904,"9.1877, -1.1317",Tolon,8,Lateritic,2,866,12.09847856,230,8.548524438,174,89,0,13024.24,0,13024.24
905,"10.2872, -0.9500",Wa,9,Lateritic,2,1099,18.55639634,340,9.977443454,170,85,0,8741.3,0,8741.3
906,"10.7162, -0.8934",Navrongo,5,Lateritic,2,625,16.58891519,200,11.94609079,151,86,0,19889.32,0,19889.32
907,"10.8339, -0.9196",Navrongo,5,Loamy,3,974,19.81333915,300,7.331159007,175,67,0,16327.63,0,16327.63
908,"10.3583, -1.1301",Wa,9,Loamy,3,602,23.10964756,193,13.83438658,171,65,1,18974.99,1,28326.13
909,"10.0375, -0.1487",Bolgatanga,1,Loamy,3,829,11.91202243,478,4.848748623,158,71,0,10443.9,1,12581.21
910,"10.2855, -0.6184",Bongo,2,Lateritic,2,934,11.5582083,483,5.339919449,161,40,0,8415.81,0,8415.81
911,"10.8538, -0.8668",Navrongo,5,Clay,1,685,15.24912338,324,4.499567229,196,44,0,8793.47,0,8793.47
912,"9.9652, -0.2747",Bolgatanga,1,Lateritic,2,1076,20.65351419,317,13.17839688,201,61,1,8109.21,1,10848.3
913,"9.6798, -1.2426",Damongo,3,Loamy,3,937,17.76691125,340,5.571518116,191,44,0,19979.66,0,19979.66
914,"9.8288, -0.3043",Yendi,10,Loamy,3,744,22.31963865,434,8.212397329,185,51,1,18742.11,0,18742.11
915,"10.2133, -1.1007",Wa,9,Lateritic,2,662,15.17165722,199,4.561531092,209,88,0,9413.52,0,9413.52
916,"10.2563, -0.9964",Wa,9,Clay,1,906,18.5726314,476,11.4159039,171,57,0,15030.68,1,20468.63
917,"9.3643, -0.8021",Tamale,7,Clay,1,931,16.60810619,273,12.60945891,151,71,1,8481.92,1,11197.49
918,"9.3690, -0.7662",Tamale,7,Clay,1,866,18.29593993,480,13.08215854,187,49,1,13699.14,0,13699.14
919,"9.1222, -1.0059",Tolon,8,Sandy,4,761,24.61183525,320,3.064146474,201,94,1,13938.31,0,13938.31
920,"9.6363, -0.8749",Savelugu,6,Clay,1,695,19.98038634,319,7.88590891,183,80,1,18208.42,1,23756.09
921,"9.5910, -1.0352",Savelugu,6,Sandy,4,904,10.04623992,278,10.17619401,174,44,1,15241.8,0,15241.8
922,"9.1813, -1.1283",Tolon,8,Loamy,3,757,18.09907727,277,14.85714086,209,66,1,8038.65,1,10195.02
923,"9.2123, -1.0211",Tolon,8,Loamy,3,806,11.10297194,343,6.20783108,203,61,0,9923.01,0,9923.01
924,"9.4871, -0.9432",Savelugu,6,Clay,1,862,22.43457282,399,12.25207311,169,73,0,17801.95,1,22095.62
925,"10.3610, -0.6096",Bongo,2,Sandy,4,948,11.01330404,488,6.803537527,209,92,0,13772.47,0,13772.47
926,"9.8836, -0.1954",Yendi,10,Lateritic,2,1072,22.40760425,356,5.107559825,169,53,1,19137.27,0,19137.27
927,"9.8311, -0.3636",Yendi,10,Sandy,4,743,13.49141153,334,13.53194622,201,42,1,9249.09,0,9249.09
928,"9.4881, -1.0113",Savelugu,6,Clay,1,1177,20.29438489,270,12.44002766,162,57,1,7324.11,0,7324.11
929,"10.7663, -0.9121",Navrongo,5,Clay,1,628,20.46326692,289,10.85382971,164,74,1,12605.19,1,15802.97
930,"10.2905, -1.1378",Wa,9,Lateritic,2,1179,12.34394216,290,14.82812377,176,81,1,14969.79,1,22080.83
931,"9.3575, -0.7945",Tamale,7,Clay,1,1004,17.81593191,367,5.961613387,153,67,0,12681.38,0,12681.38
932,"9.7969, -0.2888",Yendi,10,Sandy,4,1013,14.44681006,384,14.46372097,200,63,0,11547.04,0,11547.04
933,"10.2935, -0.6590",Bongo,2,Sandy,4,898,13.68202883,242,7.734258209,163,58,0,8977.61,1,11097.46
934,"10.0646, -1.3779",Jirapa,4,Lateritic,2,614,15.68879463,263,9.677656287,162,84,0,11986.93,1,15564.53
935,"9.9253, -0.3844",Yendi,10,Clay,1,885,22.88820347,325,7.366115757,202,55,1,14857.1,1,18229.14
936,"10.0753, -0.2334",Bolgatanga,1,Lateritic,2,1063,18.6550997,286,9.389708501,198,49,1,18433.65,1,27612.09
937,"10.8651, -0.7699",Navrongo,5,Clay,1,818,20.13324601,217,12.30597112,204,70,1,12863.62,0,12863.62
938,"9.7249, -1.2492",Damongo,3,Lateritic,2,1048,13.70078272,296,13.47361035,151,89,1,13872.42,0,13872.42
939,"9.9007, -0.2692",Yendi,10,Lateritic,2,608,12.52708048,172,9.937965993,180,87,1,5284.42,1,7208.66
940,"9.7798, -0.2621",Yendi,10,Lateritic,2,951,24.49302606,247,13.08356242,154,80,0,7166.98,1,10125.81
941,"10.2956, -0.7916",Bongo,2,Clay,1,740,18.6181105,432,12.89024805,173,64,0,12764.18,0,12764.18
942,"9.8461, -0.3587",Yendi,10,Lateritic,2,931,14.58813427,235,10.74410601,204,73,1,12052.13,1,15663.81
943,"10.0317, -0.1952",Bolgatanga,1,Lateritic,2,693,13.91235725,491,8.315960993,197,86,1,6176.68,1,7588.73
944,"9.4751, -0.7894",Tamale,7,Clay,1,883,21.19441742,206,3.11515254,165,75,1,14617.82,1,17913.79
945,"9.5866, -1.2387",Damongo,3,Lateritic,2,906,11.37850242,293,10.34459085,175,58,0,17668.02,0,17668.02
946,"10.7390, -0.8822",Navrongo,5,Clay,1,819,10.88369926,271,11.12285981,169,59,1,16340.06,1,22722.46
947,"10.1296, -1.2576",Jirapa,4,Loamy,3,906,17.05711119,497,5.383740766,186,86,1,7544.31,0,7544.31
948,"10.0894, -1.2716",Jirapa,4,Lateritic,2,685,20.53501305,246,9.574673076,180,71,1,13941.98,0,13941.98
949,"10.0671, -1.2011",Jirapa,4,Clay,1,626,24.22455612,251,13.10541361,189,87,0,9513.28,1,11961.61
950,"9.8872, -0.3376",Yendi,10,Clay,1,674,11.31598862,155,3.456389443,185,62,1,7527.45,1,10502.71
951,"9.5731, -0.8992",Savelugu,6,Lateritic,2,612,23.88448845,174,13.36448942,195,42,0,18813.38,1,22581.6
952,"9.2581, -0.9702",Tolon,8,Clay,1,904,22.53712599,170,12.62875697,186,94,0,5202.15,0,5202.15
953,"9.2281, -1.0389",Tolon,8,Sandy,4,1077,15.50857313,345,5.121044734,199,52,0,15598.59,0,15598.59
954,"9.6179, -0.9732",Savelugu,6,Lateritic,2,733,19.14363664,395,14.54077485,171,55,0,14361.61,1,19790.8
955,"9.7155, -1.1328",Damongo,3,Sandy,4,733,21.62513907,363,4.295028114,165,94,1,17422.41,0,17422.41
956,"9.2036, -1.0091",Tolon,8,Clay,1,1194,14.41149646,303,4.680101038,203,81,1,16692.87,1,23881.62
957,"9.3634, -0.7609",Tamale,7,Clay,1,1169,20.19190134,450,8.102677434,169,48,0,18538.74,0,18538.74
958,"10.2765, -1.0490",Wa,9,Loamy,3,995,16.80455463,190,10.82356518,171,81,1,8529.05,0,8529.05
959,"10.2871, -0.6768",Bongo,2,Clay,1,1029,21.49149236,172,12.88903395,195,77,1,6653.91,1,9869.45
960,"10.3785, -1.0653",Wa,9,Lateritic,2,776,17.54828896,320,4.624822216,178,92,0,12179.28,1,15288.35
961,"10.0226, -1.3589",Jirapa,4,Lateritic,2,630,20.11797572,495,11.89668887,203,41,1,6662.29,1,8118.59
962,"10.1311, -0.1531",Bolgatanga,1,Lateritic,2,811,15.22952795,382,5.479155259,152,40,1,8006.36,0,8006.36
963,"9.6762, -0.9143",Savelugu,6,Clay,1,1181,23.1775197,389,12.98966497,187,88,1,19645.61,0,19645.61
964,"9.6771, -0.9735",Savelugu,6,Lateritic,2,1068,13.14730895,240,6.866176147,155,74,0,16381.22,0,16381.22
965,"9.1128, -0.9507",Tolon,8,Clay,1,1023,13.3892577,488,9.772703114,186,43,0,17468.68,0,17468.68
966,"9.9356, -0.3266",Yendi,10,Clay,1,1171,11.91786716,267,7.933673766,190,69,0,12970.32,0,12970.32
967,"9.8707, -0.2595",Yendi,10,Sandy,4,1163,19.14491935,324,8.790295058,189,44,1,13231.48,0,13231.48
968,"10.8069, -0.8444",Navrongo,5,Lateritic,2,927,12.2774662,429,11.30880928,200,56,0,13161.64,1,19426.02
969,"9.4498, -0.7679",Tamale,7,Sandy,4,716,10.47772292,310,5.172833386,177,88,1,5919.65,0,5919.65
970,"9.6025, -1.1670",Damongo,3,Sandy,4,971,14.66646638,262,5.869090993,197,92,1,13502.26,1,17208.32
971,"10.1306, -0.2970",Bolgatanga,1,Clay,1,843,19.65556944,264,12.75314795,179,56,1,15121.98,0,15121.98
972,"10.7955, -0.9301",Navrongo,5,Lateritic,2,821,23.75780041,398,8.923418774,194,69,1,12951.15,1,19286.8
973,"10.8845, -0.7908",Navrongo,5,Sandy,4,891,17.86661692,211,14.7974826,154,65,0,13057.71,0,13057.71
974,"10.2213, -1.1401",Wa,9,Loamy,3,929,13.0251666,395,7.153753471,179,76,1,10154.88,0,10154.88
975,"9.6402, -0.8833",Savelugu,6,Sandy,4,804,24.26142042,425,13.06588457,210,64,1,14214.28,0,14214.28
976,"10.4172, -0.6967",Bongo,2,Clay,1,874,13.49731708,189,7.97517271,178,87,1,16851.42,0,16851.42
977,"9.7837, -0.3858",Yendi,10,Loamy,3,1079,18.11120817,262,3.901022213,173,95,1,19810.56,1,29551.81
978,"10.1596, -1.2374",Jirapa,4,Sandy,4,988,20.21284992,379,3.261126387,169,76,1,15663.76,1,19634.27
979,"10.0630, -0.2741",Bolgatanga,1,Loamy,3,665,20.97368082,398,10.64247996,202,74,1,17990.5,1,23413
980,"9.4950, -0.9526",Savelugu,6,Sandy,4,657,12.53096738,251,7.5036108,196,69,1,15847.1,0,15847.1
981,"9.4898, -0.9672",Savelugu,6,Lateritic,2,610,11.62025251,376,4.122029807,182,91,1,15546.67,1,23137.68
982,"10.3494, -0.9874",Wa,9,Lateritic,2,835,24.94215163,241,14.75726234,209,90,1,16644.82,0,16644.82
983,"10.0237, -0.1565",Bolgatanga,1,Loamy,3,1050,24.45287106,422,8.162329525,163,89,0,19360.87,1,24756.63
984,"10.7153, -0.9165",Navrongo,5,Lateritic,2,654,15.18052919,278,5.891043104,209,87,1,10001.32,0,10001.32
985,"10.2537, -0.7870",Bongo,2,Lateritic,2,842,10.57985892,330,10.0201671,205,88,0,16301.01,1,20250.57
986,"10.3752, -0.6208",Bongo,2,Clay,1,1159,12.91980588,370,11.26197746,163,88,0,18507.09,1,25895.04
987,"9.7594, -0.3171",Yendi,10,Sandy,4,836,10.74027152,460,9.55445196,205,60,1,9127.38,1,12460.26
988,"9.6801, -0.9935",Savelugu,6,Lateritic,2,1145,12.77472932,461,6.349056455,183,53,1,19415.56,1,28221.95
989,"9.5665, -0.8786",Savelugu,6,Sandy,4,930,17.70393476,492,9.454864061,151,46,0,19395.19,0,19395.19
990,"10.7538, -0.9094",Navrongo,5,Lateritic,2,633,16.51616408,288,14.01373845,189,64,1,15313.37,1,21323.86
991,"10.1623, -1.2705",Jirapa,4,Sandy,4,1174,15.20294647,218,11.28361191,155,62,1,9590.43,1,12191.84
992,"9.6608, -1.2646",Damongo,3,Sandy,4,936,14.09205148,271,12.64315119,180,68,0,17944.08,0,17944.08
993,"10.2118, -1.0860",Wa,9,Loamy,3,1169,22.77099883,414,5.060943211,151,79,0,11319.98,1,16059.04
994,"10.0538, -0.2000",Bolgatanga,1,Clay,1,952,10.9194915,318,11.98413237,157,49,0,9748.25,1,14124.05
995,"9.9807, -1.3977",Jirapa,4,Loamy,3,807,13.69060104,186,13.10256645,178,94,0,14444.95,1,20183.51
996,"10.1581, -1.2582",Jirapa,4,Sandy,4,687,22.77640598,253,6.775380466,191,59,0,17078.95,1,22335.38
997,"9.4151, -0.8741",Tamale,7,Sandy,4,1168,13.15928883,170,7.068994188,201,88,1,11258.44,1,15447.56
998,"10.2780, -0.9824",Wa,9,Loamy,3,667,23.80487911,325,13.03439227,198,67,0,5495.22,1,7353.96
999,"10.1053, -1.2792",Jirapa,4,Lateritic,2,1004,10.25638776,276,12.52136732,173,93,0,16777.62,1,20564.83
1000,"10.7489, -0.9480",Navrongo,5,Loamy,3,894,17.29254017,215,5.872873067,161,59,0,14968.82,1,20987.26
